id,wine,rating,location,image
313,Chardonnay Reserve 2008,"{'average': '4.6', 'reviews': '51 ratings'}",United States·Los Carneros,https://images.vivino.com/thumbs/yVFnJFJ9QHOCAYmvFedERw_pb_x300.png
314,Wehlener Sonnenuhr Riesling Auslese 2015,"{'average': '4.6', 'reviews': '51 ratings'}",Germany·Mosel,https://images.vivino.com/thumbs/faerPtwPSN-fvokzTc6IUQ_pb_x300.png
315,Meursault Les Rougeots 2008,"{'average': '4.6', 'reviews': '51 ratings'}",France·Meursault,https://images.vivino.com/thumbs/l5W5NRvZR_SzClIDSnG5Ag_pb_x300.png
316,Belle Côte Chardonnay 2010,"{'average': '4.6', 'reviews': '51 ratings'}",United States·Knights Valley,https://images.vivino.com/thumbs/EWNIy5joRa-TxGeICF4Kxw_pb_x300.png
317,Bâtard-Montrachet Grand Cru 2015,"{'average': '4.6', 'reviews': '51 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/EDQ4q_3FQ568NVspQBECug_pb_x300.png
318,Sorte O Soro Val do Bibei 2016,"{'average': '4.6', 'reviews': '50 ratings'}",Spain·Valdeorras,https://images.vivino.com/thumbs/zIh4iW-pRNim7pLF_q2QAg_pb_x300.png
319,One Sixteen Chardonnay 2017,"{'average': '4.6', 'reviews': '50 ratings'}",United States·Russian River Valley,https://images.vivino.com/thumbs/iYxPy13lS_GpIRY_FKFyYg_pb_x300.png
320,River Block Chardonnay 2013,"{'average': '4.6', 'reviews': '49 ratings'}",United States·Russian River Valley,https://images.vivino.com/thumbs/_-D5u5qPQQmc3LDTJDgFuw_pb_x300.png
321,Bienvenues-Bâtard-Montrachet Grand Cru 2011,"{'average': '4.6', 'reviews': '49 ratings'}",France·Bienvenues-Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/qhfegylxSw6KORIIVt8Lmg_pb_x300.png
322,Alentejo Dom Rafael Branco 2008,"{'average': '4.6', 'reviews': '49 ratings'}",Portugal·Alentejo,https://images.vivino.com/thumbs/v1HrU-gQSA-K6p-Q26zRxw_pb_x300.png
323,Puligny-Montrachet Les Enseignères 2009,"{'average': '4.6', 'reviews': '49 ratings'}",France·Puligny-Montrachet,https://images.vivino.com/thumbs/rnSiwow4TqSCtPugr3mC2Q_pb_x300.png
324,Chassagne-Montrachet Premier Cru 'Morgeot' Blanc 2010,"{'average': '4.6', 'reviews': '49 ratings'}",France·Chassagne-Montrachet 1er Cru 'Morgeot',https://images.vivino.com/thumbs/9JPBS8OPR36TY_irugF98w_pb_x300.png
325,Chardonnay 2015,"{'average': '4.6', 'reviews': '49 ratings'}",United States·Russian River Valley,https://images.vivino.com/thumbs/M8fSzJv6QMORODa6KeyP3g_pb_x300.png
326,Chardonnay 2013,"{'average': '4.6', 'reviews': '49 ratings'}",Switzerland·Graubünden,https://images.vivino.com/thumbs/A8JXP6kTRIiIoJIZ2Ntbtg_pb_x300.png
327,Chevalier-Montrachet Grand Cru 2001,"{'average': '4.6', 'reviews': '48 ratings'}",France·Chevalier-Montrachet Grand Cru,https://images.vivino.com/thumbs/lD32nuv9Sw6sJ7eQ8M6FtA_pb_x300.png
328,Meukow Collection Terroir Fins Bois Pineau Des Charentes N.V.,"{'average': '4.6', 'reviews': '48 ratings'}",France·Cognac,https://thumbs.vivino.com/avatars/717925_407712_big_app_50x50.jpg
329,Bâtard-Montrachet Grand Cru N.V.,"{'average': '4.6', 'reviews': '48 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/uGxkzB6nRzuCXamCFBZj9A_pb_x300.png
330,Wehlener Sonnenuhr Riesling Spätlese 2005,"{'average': '4.6', 'reviews': '47 ratings'}",Germany·Wehlen,https://images.vivino.com/thumbs/H6y8DYFpT-OkXnzNtyO43g_pb_x300.png
331,Montrachet Grand Cru 2001,"{'average': '4.6', 'reviews': '47 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png
332,Chardonnay Piemonte Riserva della Famiglia 2007,"{'average': '4.6', 'reviews': '47 ratings'}",Italy·Piemonte,https://images.vivino.com/thumbs/37lN6oJfQjWbjFqOKa49JA_pb_x300.png
333,Zeltinger Sonnenuhr Riesling Auslese*** 2002,"{'average': '4.6', 'reviews': '47 ratings'}",Germany·Mosel,https://images.vivino.com/thumbs/cRfUP4-9Q_ekH1Ml_kSwcg_pb_x300.png
334,Chassagne-Montrachet Premier Cru 'Les Ruchottes' Blanc 2015,"{'average': '4.6', 'reviews': '47 ratings'}",France·Chassagne-Montrachet 1er Cru 'Les Grandes Ruchottes',https://images.vivino.com/thumbs/XvOxHjgLR5CVqIstKpxT3w_pb_x300.png
335,Mev. Kirsten (Die Ouwingerdreeks) 2015,"{'average': '4.6', 'reviews': '46 ratings'}",South Africa·Stellenbosch,https://images.vivino.com/thumbs/pkBlRgINScGaWW_7V4RAHw_pb_x300.png
336,Napa Valley Chardonnay 2009,"{'average': '4.6', 'reviews': '46 ratings'}",United States·Napa Valley,https://images.vivino.com/thumbs/gAydmmSBTr-4FbYj9An_eA_pb_x300.png
337,Clos des Capucins Cuvée Sainte Catherine L'Inédit Riesling Alsace Grand Cru Schlossberg 2009,"{'average': '4.6', 'reviews': '46 ratings'}",France·Alsace Grand Cru,https://images.vivino.com/thumbs/DKBktjSHRiSnFyHUxMcyuQ_pb_x300.png
338,Viognier N.V.,"{'average': '4.6', 'reviews': '46 ratings'}",United States·Napa Valley,https://images.vivino.com/thumbs/7dxxujnUS36_KaTKL_bcvw_pb_x300.png
339,Bâtard-Montrachet Grand Cru 2014,"{'average': '4.6', 'reviews': '46 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/pWOdFPoyQ427uoHW_l941g_pb_x300.png
340,Donà Blanc 2012,"{'average': '4.6', 'reviews': '46 ratings'}",Italy·Trentino-Alto Adige,https://images.vivino.com/thumbs/2cnKeOdmSk-2_v_zc6du8g_pb_x300.png
341,Estate Vineyard Chardonnay 2004,"{'average': '4.6', 'reviews': '46 ratings'}",Australia·Beechworth,https://images.vivino.com/thumbs/sG8QtW-zTdCtddOUYgs_hw_pb_x300.png
342,Puligny-Montrachet 1er Cru Le Cailleret 2006,"{'average': '4.6', 'reviews': '46 ratings'}",France·Puligny-Montrachet Premier Cru,https://images.vivino.com/thumbs/Q7YsINAjSXKoF-bReiq9Zg_pb_x300.png
343,Olivet Lane Vineyard Chardonnay 2015,"{'average': '4.6', 'reviews': '45 ratings'}",United States·Russian River Valley,https://images.vivino.com/thumbs/291cKtTVRiOI1GCoMQTb0g_pb_x300.png
344,Le Mont Damné Chavignol 2014,"{'average': '4.6', 'reviews': '45 ratings'}",France·Sancerre,https://images.vivino.com/thumbs/bCU5hgtaScy5mwz2xkQRTA_pb_x300.png
345,Chardonnay Ritchie Vineyard 2014,"{'average': '4.6', 'reviews': '45 ratings'}",United States·Sonoma Coast,https://images.vivino.com/thumbs/JoUVZv1yR9GFHUjPjaWCVg_pb_x300.png
346,Puligny-Montrachet Premier Cru La Truffière 2015,"{'average': '4.6', 'reviews': '45 ratings'}",France·Puligny-Montrachet Premier Cru,https://images.vivino.com/thumbs/X1wHrREaR5mFsu-OLK45Rg_pb_x300.png
347,Pêra-Manca Branco 2002,"{'average': '4.6', 'reviews': '45 ratings'}",Portugal·Evora,https://images.vivino.com/thumbs/xILVphRlQV2wdzCZLzWg8g_pb_x300.png
348,Hermitage Blanc 2014,"{'average': '4.6', 'reviews': '45 ratings'}",France·Hermitage,https://images.vivino.com/thumbs/qhSRAmvISw-I2Wbf1XeDMA_pb_x300.png
349,Corton-Charlemagne Grand Cru 2010,"{'average': '4.6', 'reviews': '45 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/1aUROYhHSAet6_x7wS7Fdg_pb_x300.png
350,Y 1995,"{'average': '4.6', 'reviews': '45 ratings'}",France·Bordeaux Supérieur,https://images.vivino.com/thumbs/6dP83oDrQy2Zv6es9tHp7w_pb_x300.png
351,Fidelio 2017,"{'average': '4.6', 'reviews': '44 ratings'}",United States·Napa Valley,https://images.vivino.com/thumbs/cHiiWWK8Sa2LD1BtI1i0qQ_pb_x300.png
352,Bonnezeaux 2001,"{'average': '4.6', 'reviews': '44 ratings'}",France·Bonnezeaux,https://images.vivino.com/thumbs/8a4cVpCuTuqM6SauOE39yw_pb_x300.png
353,The FMC Chenin Blanc 2008,"{'average': '4.6', 'reviews': '44 ratings'}",South Africa·Stellenbosch,https://images.vivino.com/thumbs/PSJ4rCFvRcaUWmX0-6USNA_pb_x300.png
354,Chevalier-Montrachet Grand Cru Blanc 2012,"{'average': '4.6', 'reviews': '44 ratings'}",France·Chevalier-Montrachet Grand Cru,https://images.vivino.com/thumbs/CdGn0JdOTzacM8w2FJQhKg_pb_x300.png
355,Puligny-Montrachet 1er Cru Les Combettes 2010,"{'average': '4.6', 'reviews': '44 ratings'}",France·Puligny-Montrachet Premier Cru,https://images.vivino.com/thumbs/zSTCcglCSE2j3SDAzmqXeg_pb_x300.png
356,Bâtard-Montrachet Grand Cru 2012,"{'average': '4.6', 'reviews': '44 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/tEeCQZd1TRGH39Pc8iOsHQ_pb_x300.png
357,Criots-Bâtard-Montrachet Grand Cru 2009,"{'average': '4.6', 'reviews': '43 ratings'}",France·Criots-Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/kcFZL-ajQ7uwpgW_8v4tlQ_pb_x300.png
358,Corton-Charlemagne Grand Cru 1989,"{'average': '4.6', 'reviews': '43 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/oIEEHLtPQgidLfcJEoYalg_pb_x300.png
359,Meursault 2015,"{'average': '4.6', 'reviews': '44 ratings'}",France·Meursault,https://images.vivino.com/thumbs/unAHcULjTSuHv0UJehsTrQ_pb_x300.png
360,Exiled 2015,"{'average': '4.6', 'reviews': '43 ratings'}",New Zealand·Waiheke Island,https://images.vivino.com/thumbs/3J4l2PBMTCOKdnG1p4eECg_pb_x300.png
361,Meursault Premier Cru Les Perrieres 2009,"{'average': '4.6', 'reviews': '43 ratings'}",France·Meursault Premier Cru,https://images.vivino.com/thumbs/SJxXi6heTpujMyr2-cre9Q_pb_x300.png
362,Puligny-Montrachet 1er Cru Le Cailleret 2013,"{'average': '4.6', 'reviews': '43 ratings'}",France·Puligny-Montrachet Premier Cru,https://images.vivino.com/thumbs/Q7YsINAjSXKoF-bReiq9Zg_pb_x300.png
363,Criots-Bâtard-Montrachet Grand Cru 2009,"{'average': '4.6', 'reviews': '42 ratings'}",France·Criots-Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/P8kRvwH_SzeuLW59pwt7tg_pb_x300.png
364,Pur Sang 2006,"{'average': '4.6', 'reviews': '42 ratings'}",France·Pouilly-Fumé,https://images.vivino.com/thumbs/7MK_oVtzSPqYjxDUr_d8NQ_pb_x300.png
365,Chateauneuf-Du-Pape Vieilles Vignes Cuvée Des Générations Marie Leoncie 2013,"{'average': '4.6', 'reviews': '42 ratings'}",France·Châteauneuf-du-Pape,https://images.vivino.com/thumbs/VZTsDyDGSA6uLATzkLInIg_pb_x300.png
366,Aile d'Argent Blanc Bordeaux 1998,"{'average': '4.6', 'reviews': '42 ratings'}",France·Bordeaux,https://images.vivino.com/thumbs/mUcYdy79QZyMIo3tsiKq8A_pb_x300.png
367,Montrachet Grand Cru Marquis de Laguiche 2006,"{'average': '4.6', 'reviews': '42 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x300.png
368,Bâtard-Montrachet Grand Cru 2013,"{'average': '4.6', 'reviews': '41 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/jWsHoj06QqmQWSwshA6ORA_pb_x300.png
369,Chassagne-Montrachet 1er Cru 'Clos Saint-Marc' 2008,"{'average': '4.6', 'reviews': '41 ratings'}",France·Chassagne-Montrachet Premier Cru,https://images.vivino.com/thumbs/5FWFCIFoTy-BXHrf5DFMag_pb_x300.png
370,Chassagne-Montrachet 1er Cru Morgeot 2013,"{'average': '4.6', 'reviews': '41 ratings'}",France·Chassagne-Montrachet Premier Cru,https://images.vivino.com/thumbs/sAuKIO1FTqC5q5yGxvzMUA_pb_x300.png
371,Corton-Charlemagne Grand Cru 2012,"{'average': '4.6', 'reviews': '41 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/1aUROYhHSAet6_x7wS7Fdg_pb_x300.png
372,Chardonnay UV-SL Vineyard 2014,"{'average': '4.6', 'reviews': '41 ratings'}",United States·Sonoma Coast,https://images.vivino.com/thumbs/mPyl7d8BR8Ctf5gT0tbTtw_pb_x300.png
373,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2006,"{'average': '4.6', 'reviews': '41 ratings'}",France·Pessac-Léognan,https://images.vivino.com/thumbs/EvtJOugzTx-HZXZfdZvTsA_pb_x300.png
374,Chardonnay Lauren 2012,"{'average': '4.6', 'reviews': '41 ratings'}",United States·Sonoma Coast,https://images.vivino.com/thumbs/2NAVcOqORIetzF7Znkt56Q_pb_x300.png
375,Blanco 2017,"{'average': '4.6', 'reviews': '42 ratings'}",Spain·Ribeiro,https://images.vivino.com/thumbs/WG99xkpvQQCZYXTkocwU5w_pb_x300.png
376,Les Clos Chablís Grand Cru 2006,"{'average': '4.6', 'reviews': '40 ratings'}",France·Chablis Grand Cru 'Les Clos',https://images.vivino.com/thumbs/bZ-yEtChS66x7tfqG47YdQ_pb_x300.png
377,Corton-Charlemagne Grand Cru 2012,"{'average': '4.6', 'reviews': '40 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/eRoKZehFRfOTcsj_wEMHzQ_pb_x300.png
378,Meursault-Genevrières 1er Cru 2011,"{'average': '4.6', 'reviews': '40 ratings'}",France·Meursault 1er Cru 'Genevrières',https://images.vivino.com/thumbs/1bw2y186QxK8uUUEJ7XkBg_pb_x300.png
379,Monte Bello Chardonnay 2006,"{'average': '4.6', 'reviews': '40 ratings'}",United States·Santa Cruz Mountains,https://images.vivino.com/thumbs/cRhDpkLyQJW3CtX26zHdBw_pb_x300.png
380,Sancerre 'Clos la Néore' 2015,"{'average': '4.6', 'reviews': '40 ratings'}",France·Sancerre,https://images.vivino.com/thumbs/NmrspI84Qjed3I78TibsqA_pb_x300.png
381,Mon Plaisir Chardonnay 2011,"{'average': '4.6', 'reviews': '39 ratings'}",United States·Knights Valley,https://images.vivino.com/thumbs/kI7dIYpZQWK1D2GCeQ4D2g_pb_x300.png
382,Moscato 2011,"{'average': '4.6', 'reviews': '39 ratings'}",United States·Rogue Valley,https://images.vivino.com/thumbs/rtfNj2HJR6ipRJoDn5ISrA_pb_x300.png
383,Y 1999,"{'average': '4.6', 'reviews': '39 ratings'}",France·Bordeaux Supérieur,https://images.vivino.com/thumbs/6dP83oDrQy2Zv6es9tHp7w_pb_x300.png
384,Bâtard-Montrachet Grand Cru 2009,"{'average': '4.6', 'reviews': '39 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/tEeCQZd1TRGH39Pc8iOsHQ_pb_x300.png
385,Montrachet Grand Cru 2006,"{'average': '4.6', 'reviews': '38 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png
386,Bacharacher Wolfshöhle Riesling Auslese 1992,"{'average': '4.6', 'reviews': '38 ratings'}",Germany·Mittelrhein,https://images.vivino.com/thumbs/pejaL6WGT6aoSKSUTxiooQ_pb_x300.png
387,Zeltinger Schlossberg Riesling Trockenbeerenauslese 2006,"{'average': '4.6', 'reviews': '38 ratings'}",Germany·Mosel,https://images.vivino.com/thumbs/HZ-3QubYRv6ndY41Esyw-A_pb_x300.png
388,Fym 2013,"{'average': '4.6', 'reviews': '40 ratings'}",South Africa·Franschhoek,https://images.vivino.com/thumbs/R4YsPEgZSseG0uOsb9Y8SQ_pb_x300.png
389,Chardonnay 2016,"{'average': '4.6', 'reviews': '38 ratings'}",United States·Sta. Rita Hills,https://images.vivino.com/thumbs/hhlGZQVnR7C_RYEn8e677g_pb_x300.png
390,Puligny-Montrachet 1er Cru Champ Canet N.V.,"{'average': '4.6', 'reviews': '38 ratings'}",France·Puligny-Montrachet Premier Cru,https://images.vivino.com/thumbs/JASBGbtdQU6RsSqQOIMZAg_pb_x300.png
391,Les Chaillées de L'Enfer Condrieu 2006,"{'average': '4.6', 'reviews': '38 ratings'}",France·Condrieu,https://images.vivino.com/thumbs/4yM6S5juRWGGsSkl5A1JDg_pb_x300.png
392,Condrieu Vertige 2010,"{'average': '4.6', 'reviews': '37 ratings'}",France·Condrieu,https://images.vivino.com/thumbs/UgRwB9MKQf2ywTInIGxN5Q_pb_x300.png
393,Chardonnay Ma Princesse 2012,"{'average': '4.6', 'reviews': '37 ratings'}",United States·Russian River Valley,https://images.vivino.com/thumbs/Oxokhd-lR4iOQ64hYG4t1w_pb_x300.png
394,Meursault Blanc 2001,"{'average': '4.6', 'reviews': '37 ratings'}",France·Meursault,https://images.vivino.com/thumbs/RqOPX5tRQOyZ9XN3hjhMCA_pb_x300.png
395,Chardonnay Ritchie Vineyard 2008,"{'average': '4.6', 'reviews': '37 ratings'}",United States·Sonoma Coast,https://images.vivino.com/thumbs/JoUVZv1yR9GFHUjPjaWCVg_pb_x300.png
396,Eisrebe 2010,"{'average': '4.6', 'reviews': '37 ratings'}",United States·Napa Valley,https://images.vivino.com/thumbs/vcLTCjqlRtyXuyj08_kIvw_pb_x300.png
397,Chassagne-Montrachet 1er Cru Les Champgains 2015,"{'average': '4.6', 'reviews': '39 ratings'}",France·Chassagne-Montrachet Premier Cru,https://images.vivino.com/thumbs/5DI7Ti1ZTX6kG7NuDzAf9A_pb_x300.png
398,Riesling Scharzhof 2006,"{'average': '4.6', 'reviews': '37 ratings'}",Germany·Wiltingen,https://images.vivino.com/thumbs/h9KO_iWpSIyfBHnQ5SGsYw_pb_x300.png
399,Chassagne-Montrachet Premier Cru Les Macherelles 2015,"{'average': '4.6', 'reviews': '37 ratings'}",France·Chassagne-Montrachet Premier Cru,https://images.vivino.com/thumbs/IrzjmlE2S-yghC2DTo45Ag_pb_x300.png
400,Les Preuses Chablís Grand Cru 2005,"{'average': '4.6', 'reviews': '37 ratings'}",France·Chablis Grand Cru 'Preuses',https://images.vivino.com/thumbs/ez2hWNpgSoCisXDrJ133gQ_pb_x300.png
401,Bienvenues-Bâtard-Montrachet Grand Cru 2011,"{'average': '4.6', 'reviews': '37 ratings'}",France·Bienvenues-Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/Uiiki9vIQMGbeSmlPDDL5g_pb_x300.png
402,Corton-Charlemagne Grand Cru 2012,"{'average': '4.6', 'reviews': '37 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/eE2zUKjzTv2H0i0dfUIMZA_pb_x300.png
403,Blanc 2000,"{'average': '4.6', 'reviews': '37 ratings'}",France·Château-Grillet,https://images.vivino.com/thumbs/p1f0MpDjTAi4BN-Dp_LMHQ_pb_x300.png
404,Charles Heintz Vineyard Chardonnay 2014,"{'average': '4.6', 'reviews': '36 ratings'}",United States·Sonoma Coast,https://images.vivino.com/thumbs/GMyUMfRaQk-lman89qj_hw_pb_x300.png
405,Molino Real 2012,"{'average': '4.6', 'reviews': '36 ratings'}",Spain·Málaga,https://images.vivino.com/thumbs/TrVUODK3TUahib9KfRwwJA_pb_x300.png
406,Corton-Charlemagne Grand Cru N.V.,"{'average': '4.6', 'reviews': '37 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/OYuF5F7ISOul1_exa9hNMg_pb_x300.png
407,Corton-Charlemagne Grand Cru 2014,"{'average': '4.6', 'reviews': '36 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/1aUROYhHSAet6_x7wS7Fdg_pb_x300.png
408,Vine Hill Vineyard Chardonnay 2004,"{'average': '4.6', 'reviews': '36 ratings'}",United States·Russian River Valley,https://images.vivino.com/thumbs/KizD8I13SmqD5ICCIwy5rw_pb_x300.png
409,Bienvenues-Bâtard-Montrachet Grand Cru 2004,"{'average': '4.6', 'reviews': '36 ratings'}",France·Bienvenues-Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/qhfegylxSw6KORIIVt8Lmg_pb_x300.png
410,Chardonnay Eastside 2014,"{'average': '4.6', 'reviews': '36 ratings'}",United States·Russian River Valley,https://images.vivino.com/thumbs/6JonqprfR_SMBTqliXjB7Q_pb_x300.png
411,Meursault Les Narvaux 2004,"{'average': '4.6', 'reviews': '36 ratings'}",France·Meursault,https://images.vivino.com/thumbs/EwrsnmmTSFWBou70XCC1kw_pb_x300.png
412,Chevalier-Montrachet Grand Cru 2003,"{'average': '4.6', 'reviews': '35 ratings'}",France·Chevalier-Montrachet Grand Cru,https://images.vivino.com/thumbs/lD32nuv9Sw6sJ7eQ8M6FtA_pb_x300.png
413,Corton-Charlemagne Grand Cru 2014,"{'average': '4.6', 'reviews': '35 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/eRoKZehFRfOTcsj_wEMHzQ_pb_x300.png
414,Bienvenues-Bâtard-Montrachet Grand Cru 2012,"{'average': '4.6', 'reviews': '35 ratings'}",France·Bienvenues-Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/qhfegylxSw6KORIIVt8Lmg_pb_x300.png
415,Montrachet Grand Cru 1997,"{'average': '4.6', 'reviews': '35 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png
416,Bâtard-Montrachet Grand Cru 2003,"{'average': '4.6', 'reviews': '35 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/EDQ4q_3FQ568NVspQBECug_pb_x300.png
417,Bâtard-Montrachet Grand Cru 2008,"{'average': '4.6', 'reviews': '35 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/KSL62B60RRyRhV4Zaz_1Jg_pb_x300.png
418,Hyde Vineyard Chardonnay 2016,"{'average': '4.6', 'reviews': '35 ratings'}",United States·Los Carneros,https://images.vivino.com/thumbs/IPynAa0jSyyagHE4ObamSQ_pb_x300.png
419,Abts Erde Riesling 2008,"{'average': '4.6', 'reviews': '34 ratings'}",Germany·Rheinhessen,https://images.vivino.com/thumbs/e-wQMtuaTqORgDsptlx5ng_pb_x300.png
420,Adelaida District Sauvignon Blanc 2013,"{'average': '4.6', 'reviews': '34 ratings'}",United States·Paso Robles,https://images.vivino.com/thumbs/kgtyGdXuSEWq2rFQpUDIfg_pb_x300.png
421,Chevalier Montrachet Grand Cru Les Demoiselles 2010,"{'average': '4.6', 'reviews': '34 ratings'}",France·Chevalier-Montrachet Grand Cru,https://images.vivino.com/thumbs/wGAxsLWnT0i0p86KHxqN4A_pb_x300.png
422,Corton-Charlemagne Grand Cru 2011,"{'average': '4.6', 'reviews': '34 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/R2Yz2KOWTUWG0wJ96ECuUw_pb_x300.png
423,Three Sisters Vineyard Chardonnay 2007,"{'average': '4.6', 'reviews': '34 ratings'}",United States·Sonoma Coast,https://images.vivino.com/thumbs/gqxP6K-NRNmnR9Moa9tr8g_pb_x300.png
424,Scharzhofberger Riesling Auslese 2007,"{'average': '4.6', 'reviews': '34 ratings'}",Germany·Wiltingen,https://images.vivino.com/thumbs/V_iEN64AR7GyB20KeOkA0Q_pb_x300.png
425,Edward James Estate Chardonnay 2013,"{'average': '4.6', 'reviews': '34 ratings'}",United States·Russian River Valley,https://images.vivino.com/thumbs/Cutv8F72QW27ffzoEEBbMw_pb_x300.png
